season,school,player_name,jersey_number,position,class_year,height,weight,hometown,high_school,profile_url,roster_url,team_record_2025,team_w_2025,team_l_2025,team_t_2025
2025,Pepperdine,Cade Anderton,6,"Attacker ATK 6'0"" 165 lbs SQ",R-Fr.,6-0,,"Laguna Beach, Calif.",,https://pepperdinewaves.com/sports/mens-water-polo/roster/cade-anderton/5465,https://pepperdinewaves.com/sports/mens-water-polo/roster,Season Record Overall 17-11 PCT .607 Conf 3-3 PCT .500 Streak L1 Home 7-2 Away 3-5 Neutral 7-4,17,11,
2025,Pepperdine,Max Burstein,7,"Center C 6'2"" 218 lbs HS",Fr.,6-2,,"Oak Park, Calif.",,https://pepperdinewaves.com/sports/mens-water-polo/roster/max-burstein/5494,https://pepperdinewaves.com/sports/mens-water-polo/roster,Season Record Overall 17-11 PCT .607 Conf 3-3 PCT .500 Streak L1 Home 7-2 Away 3-5 Neutral 7-4,17,11,
2025,Pepperdine,Max Burstein,7,"Center C 6'2"" 218 lbs HS",Fr.,6-2,,"Oak Park, Calif.",,https://pepperdinewaves.com/sports/mens-water-polo/roster/max-burstein/5494,https://pepperdinewaves.com/sports/mens-water-polo/roster,Season Record Overall 17-11 PCT .607 Conf 3-3 PCT .500 Streak L1 Home 7-2 Away 3-5 Neutral 7-4,17,11,
2025,Pepperdine,Matty Walsh,8,"Center C 6'5"" 220 lbs 3V",Gr.,6-5,,"Laguna Beach, Calif.",,https://pepperdinewaves.com/sports/mens-water-polo/roster/matty-walsh/5483,https://pepperdinewaves.com/sports/mens-water-polo/roster,Season Record Overall 17-11 PCT .607 Conf 3-3 PCT .500 Streak L1 Home 7-2 Away 3-5 Neutral 7-4,17,11,
2025,Pepperdine,Matty Walsh,8,"Center C 6'5"" 220 lbs 3V",Gr.,6-5,,"Laguna Beach, Calif.",,https://pepperdinewaves.com/sports/mens-water-polo/roster/matty-walsh/5483,https://pepperdinewaves.com/sports/mens-water-polo/roster,Season Record Overall 17-11 PCT .607 Conf 3-3 PCT .500 Streak L1 Home 7-2 Away 3-5 Neutral 7-4,17,11,
2025,Pepperdine,Charles Warmington,9,"Utility UT 6'1"" 180 lbs 1V",So.,6-1,,"Newport Beach, Calif.",,https://pepperdinewaves.com/sports/mens-water-polo/roster/charles-warmington/5484,https://pepperdinewaves.com/sports/mens-water-polo/roster,Season Record Overall 17-11 PCT .607 Conf 3-3 PCT .500 Streak L1 Home 7-2 Away 3-5 Neutral 7-4,17,11,
2025,Pepperdine,Charles Warmington,9,"Utility UT 6'1"" 180 lbs 1V",So.,6-1,,"Newport Beach, Calif.",,https://pepperdinewaves.com/sports/mens-water-polo/roster/charles-warmington/5484,https://pepperdinewaves.com/sports/mens-water-polo/roster,Season Record Overall 17-11 PCT .607 Conf 3-3 PCT .500 Streak L1 Home 7-2 Away 3-5 Neutral 7-4,17,11,
2025,Pepperdine,Csan d Bella,10,"Utility UT 6'6"" 218 lbs HS",Fr.,6-6,,"Budapest, Hungary",,https://pepperdinewaves.com/sports/mens-water-polo/roster/csan-d-bella/5491,https://pepperdinewaves.com/sports/mens-water-polo/roster,Season Record Overall 17-11 PCT .607 Conf 3-3 PCT .500 Streak L1 Home 7-2 Away 3-5 Neutral 7-4,17,11,
2025,Pepperdine,Csan d Bella,10,"Utility UT 6'6"" 218 lbs HS",Fr.,6-6,,"Budapest, Hungary",,https://pepperdinewaves.com/sports/mens-water-polo/roster/csan-d-bella/5491,https://pepperdinewaves.com/sports/mens-water-polo/roster,Season Record Overall 17-11 PCT .607 Conf 3-3 PCT .500 Streak L1 Home 7-2 Away 3-5 Neutral 7-4,17,11,
2025,Pepperdine,Jackson Benners,11,"Attacker ATK 5'10"" 170 lbs 1V",R-So.,5-10,,"Dallas, Texas",,https://pepperdinewaves.com/sports/mens-water-polo/roster/jackson-benners/5466,https://pepperdinewaves.com/sports/mens-water-polo/roster,Season Record Overall 17-11 PCT .607 Conf 3-3 PCT .500 Streak L1 Home 7-2 Away 3-5 Neutral 7-4,17,11,
2025,Pepperdine,Jackson Benners,11,"Attacker ATK 5'10"" 170 lbs 1V",R-So.,5-10,,"Dallas, Texas",,https://pepperdinewaves.com/sports/mens-water-polo/roster/jackson-benners/5466,https://pepperdinewaves.com/sports/mens-water-polo/roster,Season Record Overall 17-11 PCT .607 Conf 3-3 PCT .500 Streak L1 Home 7-2 Away 3-5 Neutral 7-4,17,11,
2025,Pepperdine,Gabe Lewis,13,"Utility UT 6'3"" 180 lbs 1V",R-Fr.,6-3,,"Coral Gables, Fla.",,https://pepperdinewaves.com/sports/mens-water-polo/roster/gabe-lewis/5479,https://pepperdinewaves.com/sports/mens-water-polo/roster,Season Record Overall 17-11 PCT .607 Conf 3-3 PCT .500 Streak L1 Home 7-2 Away 3-5 Neutral 7-4,17,11,
2025,Pepperdine,Gabe Lewis,13,"Utility UT 6'3"" 180 lbs 1V",R-Fr.,6-3,,"Coral Gables, Fla.",,https://pepperdinewaves.com/sports/mens-water-polo/roster/gabe-lewis/5479,https://pepperdinewaves.com/sports/mens-water-polo/roster,Season Record Overall 17-11 PCT .607 Conf 3-3 PCT .500 Streak L1 Home 7-2 Away 3-5 Neutral 7-4,17,11,
2025,Pepperdine,Nick Bryant,14,"Utility UT 6'3"" 210 lbs 1V",R-So.,6-3,,"Newport Beach, Calif.",,https://pepperdinewaves.com/sports/mens-water-polo/roster/nick-bryant/5469,https://pepperdinewaves.com/sports/mens-water-polo/roster,Season Record Overall 17-11 PCT .607 Conf 3-3 PCT .500 Streak L1 Home 7-2 Away 3-5 Neutral 7-4,17,11,
2025,Pepperdine,Nick Bryant,14,"Utility UT 6'3"" 210 lbs 1V",R-So.,6-3,,"Newport Beach, Calif.",,https://pepperdinewaves.com/sports/mens-water-polo/roster/nick-bryant/5469,https://pepperdinewaves.com/sports/mens-water-polo/roster,Season Record Overall 17-11 PCT .607 Conf 3-3 PCT .500 Streak L1 Home 7-2 Away 3-5 Neutral 7-4,17,11,
2025,Pepperdine,Owen Tift,15,"Utility UT 6'0"" 192 lbs 1V",So.,6-0,,"Newport Beach, Calif.",,https://pepperdinewaves.com/sports/mens-water-polo/roster/owen-tift/5482,https://pepperdinewaves.com/sports/mens-water-polo/roster,Season Record Overall 17-11 PCT .607 Conf 3-3 PCT .500 Streak L1 Home 7-2 Away 3-5 Neutral 7-4,17,11,
2025,Pepperdine,Owen Tift,15,"Utility UT 6'0"" 192 lbs 1V",So.,6-0,,"Newport Beach, Calif.",,https://pepperdinewaves.com/sports/mens-water-polo/roster/owen-tift/5482,https://pepperdinewaves.com/sports/mens-water-polo/roster,Season Record Overall 17-11 PCT .607 Conf 3-3 PCT .500 Streak L1 Home 7-2 Away 3-5 Neutral 7-4,17,11,
2025,Pepperdine,Garrett Chivers,16,"Attacker ATK 6'1"" 185 lbs HS",Fr.,6-1,,"Lafayette, Calif.",,https://pepperdinewaves.com/sports/mens-water-polo/roster/garrett-chivers/5495,https://pepperdinewaves.com/sports/mens-water-polo/roster,Season Record Overall 17-11 PCT .607 Conf 3-3 PCT .500 Streak L1 Home 7-2 Away 3-5 Neutral 7-4,17,11,
2025,Pepperdine,Garrett Chivers,16,"Attacker ATK 6'1"" 185 lbs HS",Fr.,6-1,,"Lafayette, Calif.",,https://pepperdinewaves.com/sports/mens-water-polo/roster/garrett-chivers/5495,https://pepperdinewaves.com/sports/mens-water-polo/roster,Season Record Overall 17-11 PCT .607 Conf 3-3 PCT .500 Streak L1 Home 7-2 Away 3-5 Neutral 7-4,17,11,
2025,Pepperdine,Adam Blum,17,"Center C 6'1"" 210 lbs HS",Fr.,6-1,,"Greenwich, Conn.",,https://pepperdinewaves.com/sports/mens-water-polo/roster/adam-blum/5493,https://pepperdinewaves.com/sports/mens-water-polo/roster,Season Record Overall 17-11 PCT .607 Conf 3-3 PCT .500 Streak L1 Home 7-2 Away 3-5 Neutral 7-4,17,11,
2025,Pepperdine,Adam Blum,17,"Center C 6'1"" 210 lbs HS",Fr.,6-1,,"Greenwich, Conn.",,https://pepperdinewaves.com/sports/mens-water-polo/roster/adam-blum/5493,https://pepperdinewaves.com/sports/mens-water-polo/roster,Season Record Overall 17-11 PCT .607 Conf 3-3 PCT .500 Streak L1 Home 7-2 Away 3-5 Neutral 7-4,17,11,
2025,Pepperdine,Alex Piccin,18,"Attacker ATK 6'2"" 185 lbs HS",Fr.,6-2,,"Stamford, Conn.",,https://pepperdinewaves.com/sports/mens-water-polo/roster/alex-piccin/5497,https://pepperdinewaves.com/sports/mens-water-polo/roster,Season Record Overall 17-11 PCT .607 Conf 3-3 PCT .500 Streak L1 Home 7-2 Away 3-5 Neutral 7-4,17,11,
2025,Pepperdine,Alex Piccin,18,"Attacker ATK 6'2"" 185 lbs HS",Fr.,6-2,,"Stamford, Conn.",,https://pepperdinewaves.com/sports/mens-water-polo/roster/alex-piccin/5497,https://pepperdinewaves.com/sports/mens-water-polo/roster,Season Record Overall 17-11 PCT .607 Conf 3-3 PCT .500 Streak L1 Home 7-2 Away 3-5 Neutral 7-4,17,11,
2025,Pepperdine,Woden Chompff,19,"Utility UT 5'11"" 190 lbs",So.,5-11,,"El Dorado Hills, Calif.",,https://pepperdinewaves.com/sports/mens-water-polo/roster/woden-chompff/5496,https://pepperdinewaves.com/sports/mens-water-polo/roster,Season Record Overall 17-11 PCT .607 Conf 3-3 PCT .500 Streak L1 Home 7-2 Away 3-5 Neutral 7-4,17,11,
2025,Pepperdine,Woden Chompff,19,"Utility UT 5'11"" 190 lbs",So.,5-11,,"El Dorado Hills, Calif.",,https://pepperdinewaves.com/sports/mens-water-polo/roster/woden-chompff/5496,https://pepperdinewaves.com/sports/mens-water-polo/roster,Season Record Overall 17-11 PCT .607 Conf 3-3 PCT .500 Streak L1 Home 7-2 Away 3-5 Neutral 7-4,17,11,
2025,Pepperdine,Reed Pantaleon,21,"Utility UT 6'4"" 215 lbs 1V",R-Jr.,6-4,,"Huntington Beach, Calif.",,https://pepperdinewaves.com/sports/mens-water-polo/roster/reed-pantaleon/5480,https://pepperdinewaves.com/sports/mens-water-polo/roster,Season Record Overall 17-11 PCT .607 Conf 3-3 PCT .500 Streak L1 Home 7-2 Away 3-5 Neutral 7-4,17,11,
2025,Pepperdine,Reed Pantaleon,21,"Utility UT 6'4"" 215 lbs 1V",R-Jr.,6-4,,"Huntington Beach, Calif.",,https://pepperdinewaves.com/sports/mens-water-polo/roster/reed-pantaleon/5480,https://pepperdinewaves.com/sports/mens-water-polo/roster,Season Record Overall 17-11 PCT .607 Conf 3-3 PCT .500 Streak L1 Home 7-2 Away 3-5 Neutral 7-4,17,11,
2025,Pepperdine,Erik Ionescu,22,"Attacker ATK 6'1"" 180 lbs 1V",So.,6-1,,"Budapest, Hungary",,https://pepperdinewaves.com/sports/mens-water-polo/roster/erik-ionescu/5475,https://pepperdinewaves.com/sports/mens-water-polo/roster,Season Record Overall 17-11 PCT .607 Conf 3-3 PCT .500 Streak L1 Home 7-2 Away 3-5 Neutral 7-4,17,11,
2025,Pepperdine,Erik Ionescu,22,"Attacker ATK 6'1"" 180 lbs 1V",So.,6-1,,"Budapest, Hungary",,https://pepperdinewaves.com/sports/mens-water-polo/roster/erik-ionescu/5475,https://pepperdinewaves.com/sports/mens-water-polo/roster,Season Record Overall 17-11 PCT .607 Conf 3-3 PCT .500 Streak L1 Home 7-2 Away 3-5 Neutral 7-4,17,11,
2025,Pepperdine,Adam Csapo,23,"Attacker ATK 6'4"" 200 lbs 3V",Sr.,6-4,,"Budapest, Hungary",,https://pepperdinewaves.com/sports/mens-water-polo/roster/adam-csapo/5471,https://pepperdinewaves.com/sports/mens-water-polo/roster,Season Record Overall 17-11 PCT .607 Conf 3-3 PCT .500 Streak L1 Home 7-2 Away 3-5 Neutral 7-4,17,11,
2025,Pepperdine,Adam Csapo,23,"Attacker ATK 6'4"" 200 lbs 3V",Sr.,6-4,,"Budapest, Hungary",,https://pepperdinewaves.com/sports/mens-water-polo/roster/adam-csapo/5471,https://pepperdinewaves.com/sports/mens-water-polo/roster,Season Record Overall 17-11 PCT .607 Conf 3-3 PCT .500 Streak L1 Home 7-2 Away 3-5 Neutral 7-4,17,11,
2025,Pepperdine,Adam Yost,24,"Attacker ATK 6'1"" 180 lbs 1V",R-So.,6-1,,"Los Angeles, Calif.",,https://pepperdinewaves.com/sports/mens-water-polo/roster/adam-yost/5485,https://pepperdinewaves.com/sports/mens-water-polo/roster,Season Record Overall 17-11 PCT .607 Conf 3-3 PCT .500 Streak L1 Home 7-2 Away 3-5 Neutral 7-4,17,11,
2025,Pepperdine,Adam Yost,24,"Attacker ATK 6'1"" 180 lbs 1V",R-So.,6-1,,"Los Angeles, Calif.",,https://pepperdinewaves.com/sports/mens-water-polo/roster/adam-yost/5485,https://pepperdinewaves.com/sports/mens-water-polo/roster,Season Record Overall 17-11 PCT .607 Conf 3-3 PCT .500 Streak L1 Home 7-2 Away 3-5 Neutral 7-4,17,11,
2025,Pepperdine,Cameron Bench,25,"Attacker ATK 6'1"" 165 lbs HS",Fr.,6-1,,"Poway, Calif.",,https://pepperdinewaves.com/sports/mens-water-polo/roster/cameron-bench/5492,https://pepperdinewaves.com/sports/mens-water-polo/roster,Season Record Overall 17-11 PCT .607 Conf 3-3 PCT .500 Streak L1 Home 7-2 Away 3-5 Neutral 7-4,17,11,
2025,Pepperdine,Cameron Bench,25,"Attacker ATK 6'1"" 165 lbs HS",Fr.,6-1,,"Poway, Calif.",,https://pepperdinewaves.com/sports/mens-water-polo/roster/cameron-bench/5492,https://pepperdinewaves.com/sports/mens-water-polo/roster,Season Record Overall 17-11 PCT .607 Conf 3-3 PCT .500 Streak L1 Home 7-2 Away 3-5 Neutral 7-4,17,11,
2025,Pepperdine,Brian Barnuevo,28,"Attacker ATK 6'2"" 200 lbs HS",Fr.,6-2,,"Los Angeles, Calif.",,https://pepperdinewaves.com/sports/mens-water-polo/roster/brian-barnuevo/5653,https://pepperdinewaves.com/sports/mens-water-polo/roster,Season Record Overall 17-11 PCT .607 Conf 3-3 PCT .500 Streak L1 Home 7-2 Away 3-5 Neutral 7-4,17,11,
2025,Pepperdine,Brian Barnuevo,28,"Attacker ATK 6'2"" 200 lbs HS",Fr.,6-2,,"Los Angeles, Calif.",,https://pepperdinewaves.com/sports/mens-water-polo/roster/brian-barnuevo/5653,https://pepperdinewaves.com/sports/mens-water-polo/roster,Season Record Overall 17-11 PCT .607 Conf 3-3 PCT .500 Streak L1 Home 7-2 Away 3-5 Neutral 7-4,17,11,
2025,UC Irvine,Nico Assalian,1,"Goalkeeper Goalkeeper 6'6"" 170 lbs",Fr.,6-6,,"Ladera Ranch, Calif.",,https://ucirvinesports.com/sports/mens-water-polo/roster/nico-assalian/7354,https://ucirvinesports.com/sports/mens-water-polo/roster,Season Record Overall 15-12 PCT .556 Conf 2-3 PCT .400 Streak L1 Home 5-4 Away 4-4 Neutral 6-4,15,12,
2025,UC Irvine,Nico Assalian,1,"Goalkeeper Goalkeeper 6'6"" 170 lbs",Fr.,6-6,,"Ladera Ranch, Calif.",,https://ucirvinesports.com/sports/mens-water-polo/roster/nico-assalian/7354,https://ucirvinesports.com/sports/mens-water-polo/roster,Season Record Overall 15-12 PCT .556 Conf 2-3 PCT .400 Streak L1 Home 5-4 Away 4-4 Neutral 6-4,15,12,
2025,UC Irvine,Blake Borders,1,"Goalkeeper Goalkeeper 6'6"" 230 lbs",R-Jr.,6-6,,"Lakewood, Calif.",,https://ucirvinesports.com/sports/mens-water-polo/roster/blake-borders/7315,https://ucirvinesports.com/sports/mens-water-polo/roster,Season Record Overall 15-12 PCT .556 Conf 2-3 PCT .400 Streak L1 Home 5-4 Away 4-4 Neutral 6-4,15,12,
2025,UC Irvine,Blake Borders,1,"Goalkeeper Goalkeeper 6'6"" 230 lbs",R-Jr.,6-6,,"Lakewood, Calif.",,https://ucirvinesports.com/sports/mens-water-polo/roster/blake-borders/7315,https://ucirvinesports.com/sports/mens-water-polo/roster,Season Record Overall 15-12 PCT .556 Conf 2-3 PCT .400 Streak L1 Home 5-4 Away 4-4 Neutral 6-4,15,12,
2025,UC Irvine,Nolan Cary,1,"Goalkeeper Goalkeeper 6'3"" 185 lbs",R-So.,6-3,,"Redondo Beach, Calif.",,https://ucirvinesports.com/sports/mens-water-polo/roster/nolan-cary/7316,https://ucirvinesports.com/sports/mens-water-polo/roster,Season Record Overall 15-12 PCT .556 Conf 2-3 PCT .400 Streak L1 Home 5-4 Away 4-4 Neutral 6-4,15,12,
2025,UC Irvine,Nolan Cary,1,"Goalkeeper Goalkeeper 6'3"" 185 lbs",R-So.,6-3,,"Redondo Beach, Calif.",,https://ucirvinesports.com/sports/mens-water-polo/roster/nolan-cary/7316,https://ucirvinesports.com/sports/mens-water-polo/roster,Season Record Overall 15-12 PCT .556 Conf 2-3 PCT .400 Streak L1 Home 5-4 Away 4-4 Neutral 6-4,15,12,
2025,UC Irvine,Zayd Mahmoud,1,"Goalkeeper Goalkeeper 6'2"" 200 lbs",Sr.,6-2,,"Sunnyvale, Calif.",,https://ucirvinesports.com/sports/mens-water-polo/roster/zayd-mahmoud/7325,https://ucirvinesports.com/sports/mens-water-polo/roster,Season Record Overall 15-12 PCT .556 Conf 2-3 PCT .400 Streak L1 Home 5-4 Away 4-4 Neutral 6-4,15,12,
2025,UC Irvine,Zayd Mahmoud,1,"Goalkeeper Goalkeeper 6'2"" 200 lbs",Sr.,6-2,,"Sunnyvale, Calif.",,https://ucirvinesports.com/sports/mens-water-polo/roster/zayd-mahmoud/7325,https://ucirvinesports.com/sports/mens-water-polo/roster,Season Record Overall 15-12 PCT .556 Conf 2-3 PCT .400 Streak L1 Home 5-4 Away 4-4 Neutral 6-4,15,12,
2025,UC Irvine,Vincent Vega,1,"Goalkeeper Goalkeeper 6'3"" 185 lbs",R-Fr.,6-3,,"La Jolla, Calif.",,https://ucirvinesports.com/sports/mens-water-polo/roster/vincent-vega/7332,https://ucirvinesports.com/sports/mens-water-polo/roster,Season Record Overall 15-12 PCT .556 Conf 2-3 PCT .400 Streak L1 Home 5-4 Away 4-4 Neutral 6-4,15,12,
2025,UC Irvine,Vincent Vega,1,"Goalkeeper Goalkeeper 6'3"" 185 lbs",R-Fr.,6-3,,"La Jolla, Calif.",,https://ucirvinesports.com/sports/mens-water-polo/roster/vincent-vega/7332,https://ucirvinesports.com/sports/mens-water-polo/roster,Season Record Overall 15-12 PCT .556 Conf 2-3 PCT .400 Streak L1 Home 5-4 Away 4-4 Neutral 6-4,15,12,
2025,UC Irvine,Alex Lopez,2,"Attacker Attacker 6'3"" 170 lbs",Jr.,6-3,,"Rancho Cucamonga, Calif.",,https://ucirvinesports.com/sports/mens-water-polo/roster/alex-lopez/7323,https://ucirvinesports.com/sports/mens-water-polo/roster,Season Record Overall 15-12 PCT .556 Conf 2-3 PCT .400 Streak L1 Home 5-4 Away 4-4 Neutral 6-4,15,12,
2025,UC Irvine,Alex Lopez,2,"Attacker Attacker 6'3"" 170 lbs",Jr.,6-3,,"Rancho Cucamonga, Calif.",,https://ucirvinesports.com/sports/mens-water-polo/roster/alex-lopez/7323,https://ucirvinesports.com/sports/mens-water-polo/roster,Season Record Overall 15-12 PCT .556 Conf 2-3 PCT .400 Streak L1 Home 5-4 Away 4-4 Neutral 6-4,15,12,
2025,UC Irvine,Samuel Otta,3,"Attacker Attacker 6'2"" 190 lbs",R-Sr.,6-2,,"Fresno, Calif.",,https://ucirvinesports.com/sports/mens-water-polo/roster/samuel-otta/7329,https://ucirvinesports.com/sports/mens-water-polo/roster,Season Record Overall 15-12 PCT .556 Conf 2-3 PCT .400 Streak L1 Home 5-4 Away 4-4 Neutral 6-4,15,12,
2025,UC Irvine,Samuel Otta,3,"Attacker Attacker 6'2"" 190 lbs",R-Sr.,6-2,,"Fresno, Calif.",,https://ucirvinesports.com/sports/mens-water-polo/roster/samuel-otta/7329,https://ucirvinesports.com/sports/mens-water-polo/roster,Season Record Overall 15-12 PCT .556 Conf 2-3 PCT .400 Streak L1 Home 5-4 Away 4-4 Neutral 6-4,15,12,
2025,UC Irvine,Wyley Dale,4,"Center Center 6'8"" 250 lbs",Jr.,6-8,,"Carmel, Calif.",,https://ucirvinesports.com/sports/mens-water-polo/roster/wyley-dale/7318,https://ucirvinesports.com/sports/mens-water-polo/roster,Season Record Overall 15-12 PCT .556 Conf 2-3 PCT .400 Streak L1 Home 5-4 Away 4-4 Neutral 6-4,15,12,
2025,UC Irvine,Wyley Dale,4,"Center Center 6'8"" 250 lbs",Jr.,6-8,,"Carmel, Calif.",,https://ucirvinesports.com/sports/mens-water-polo/roster/wyley-dale/7318,https://ucirvinesports.com/sports/mens-water-polo/roster,Season Record Overall 15-12 PCT .556 Conf 2-3 PCT .400 Streak L1 Home 5-4 Away 4-4 Neutral 6-4,15,12,
2025,UC Irvine,Cole Francisco,5,"Attacker Attacker 6'3"" 200 lbs",So.,6-3,,"Long Beach, Calif.",,https://ucirvinesports.com/sports/mens-water-polo/roster/cole-francisco/7319,https://ucirvinesports.com/sports/mens-water-polo/roster,Season Record Overall 15-12 PCT .556 Conf 2-3 PCT .400 Streak L1 Home 5-4 Away 4-4 Neutral 6-4,15,12,
2025,UC Irvine,Cole Francisco,5,"Attacker Attacker 6'3"" 200 lbs",So.,6-3,,"Long Beach, Calif.",,https://ucirvinesports.com/sports/mens-water-polo/roster/cole-francisco/7319,https://ucirvinesports.com/sports/mens-water-polo/roster,Season Record Overall 15-12 PCT .556 Conf 2-3 PCT .400 Streak L1 Home 5-4 Away 4-4 Neutral 6-4,15,12,
2025,UC Irvine,Jasper Dale,6,"Utility Utility 6'6"" 215 lbs",Sr.,6-6,,"Carmel, Calif.",,https://ucirvinesports.com/sports/mens-water-polo/roster/jasper-dale/7317,https://ucirvinesports.com/sports/mens-water-polo/roster,Season Record Overall 15-12 PCT .556 Conf 2-3 PCT .400 Streak L1 Home 5-4 Away 4-4 Neutral 6-4,15,12,
2025,UC Irvine,Jasper Dale,6,"Utility Utility 6'6"" 215 lbs",Sr.,6-6,,"Carmel, Calif.",,https://ucirvinesports.com/sports/mens-water-polo/roster/jasper-dale/7317,https://ucirvinesports.com/sports/mens-water-polo/roster,Season Record Overall 15-12 PCT .556 Conf 2-3 PCT .400 Streak L1 Home 5-4 Away 4-4 Neutral 6-4,15,12,
2025,UC Irvine,Jackson Matos,7,"Defender Defender 6'2"" 195 lbs",R-Jr.,6-2,,"Tustin, Calif.",,https://ucirvinesports.com/sports/mens-water-polo/roster/jackson-matos/7326,https://ucirvinesports.com/sports/mens-water-polo/roster,Season Record Overall 15-12 PCT .556 Conf 2-3 PCT .400 Streak L1 Home 5-4 Away 4-4 Neutral 6-4,15,12,
2025,UC Irvine,Jackson Matos,7,"Defender Defender 6'2"" 195 lbs",R-Jr.,6-2,,"Tustin, Calif.",,https://ucirvinesports.com/sports/mens-water-polo/roster/jackson-matos/7326,https://ucirvinesports.com/sports/mens-water-polo/roster,Season Record Overall 15-12 PCT .556 Conf 2-3 PCT .400 Streak L1 Home 5-4 Away 4-4 Neutral 6-4,15,12,
2025,UC Irvine,Brody Luke,8,"Attacker Attacker 6'2"" 195 lbs",R-So.,6-2,,"Buellton, Calif.",,https://ucirvinesports.com/sports/mens-water-polo/roster/brody-luke/7324,https://ucirvinesports.com/sports/mens-water-polo/roster,Season Record Overall 15-12 PCT .556 Conf 2-3 PCT .400 Streak L1 Home 5-4 Away 4-4 Neutral 6-4,15,12,
2025,UC Irvine,Brody Luke,8,"Attacker Attacker 6'2"" 195 lbs",R-So.,6-2,,"Buellton, Calif.",,https://ucirvinesports.com/sports/mens-water-polo/roster/brody-luke/7324,https://ucirvinesports.com/sports/mens-water-polo/roster,Season Record Overall 15-12 PCT .556 Conf 2-3 PCT .400 Streak L1 Home 5-4 Away 4-4 Neutral 6-4,15,12,
2025,UC Irvine,Ethan Spoon,9,"Utility Utility 6'1"" 195 lbs",So.,6-1,,"Fountain Valley, Calif.",,https://ucirvinesports.com/sports/mens-water-polo/roster/ethan-spoon/7330,https://ucirvinesports.com/sports/mens-water-polo/roster,Season Record Overall 15-12 PCT .556 Conf 2-3 PCT .400 Streak L1 Home 5-4 Away 4-4 Neutral 6-4,15,12,
2025,UC Irvine,Ethan Spoon,9,"Utility Utility 6'1"" 195 lbs",So.,6-1,,"Fountain Valley, Calif.",,https://ucirvinesports.com/sports/mens-water-polo/roster/ethan-spoon/7330,https://ucirvinesports.com/sports/mens-water-polo/roster,Season Record Overall 15-12 PCT .556 Conf 2-3 PCT .400 Streak L1 Home 5-4 Away 4-4 Neutral 6-4,15,12,
2025,UC Irvine,Luka Krstic,10,"Attacker Attacker 6'7"" 196 lbs",Sr.,6-7,,"Belgrade, Serbia",,https://ucirvinesports.com/sports/mens-water-polo/roster/luka-krstic/7321,https://ucirvinesports.com/sports/mens-water-polo/roster,Season Record Overall 15-12 PCT .556 Conf 2-3 PCT .400 Streak L1 Home 5-4 Away 4-4 Neutral 6-4,15,12,
2025,UC Irvine,Luka Krstic,10,"Attacker Attacker 6'7"" 196 lbs",Sr.,6-7,,"Belgrade, Serbia",,https://ucirvinesports.com/sports/mens-water-polo/roster/luka-krstic/7321,https://ucirvinesports.com/sports/mens-water-polo/roster,Season Record Overall 15-12 PCT .556 Conf 2-3 PCT .400 Streak L1 Home 5-4 Away 4-4 Neutral 6-4,15,12,
2025,UC Irvine,Gage Verdegaal,11,"Attacker Attacker 6'2"" 180 lbs",Jr.,6-2,,"Hanford, Calif.",,https://ucirvinesports.com/sports/mens-water-polo/roster/gage-verdegaal/7333,https://ucirvinesports.com/sports/mens-water-polo/roster,Season Record Overall 15-12 PCT .556 Conf 2-3 PCT .400 Streak L1 Home 5-4 Away 4-4 Neutral 6-4,15,12,
2025,UC Irvine,Gage Verdegaal,11,"Attacker Attacker 6'2"" 180 lbs",Jr.,6-2,,"Hanford, Calif.",,https://ucirvinesports.com/sports/mens-water-polo/roster/gage-verdegaal/7333,https://ucirvinesports.com/sports/mens-water-polo/roster,Season Record Overall 15-12 PCT .556 Conf 2-3 PCT .400 Streak L1 Home 5-4 Away 4-4 Neutral 6-4,15,12,
2025,UC Irvine,Jack Stevens,12,"Utility Utility 6'4"" 210 lbs",Sr.,6-4,,"Trabuco Canyon, Calif.",,https://ucirvinesports.com/sports/mens-water-polo/roster/jack-stevens/7470,https://ucirvinesports.com/sports/mens-water-polo/roster,Season Record Overall 15-12 PCT .556 Conf 2-3 PCT .400 Streak L1 Home 5-4 Away 4-4 Neutral 6-4,15,12,
2025,UC Irvine,Jack Stevens,12,"Utility Utility 6'4"" 210 lbs",Sr.,6-4,,"Trabuco Canyon, Calif.",,https://ucirvinesports.com/sports/mens-water-polo/roster/jack-stevens/7470,https://ucirvinesports.com/sports/mens-water-polo/roster,Season Record Overall 15-12 PCT .556 Conf 2-3 PCT .400 Streak L1 Home 5-4 Away 4-4 Neutral 6-4,15,12,
2025,UC Irvine,Johann Thrall,13,"Attacker Attacker 5'11"" 165 lbs",Jr.,5-11,,"Lake Forest, Calif.",,https://ucirvinesports.com/sports/mens-water-polo/roster/johann-thrall/7331,https://ucirvinesports.com/sports/mens-water-polo/roster,Season Record Overall 15-12 PCT .556 Conf 2-3 PCT .400 Streak L1 Home 5-4 Away 4-4 Neutral 6-4,15,12,
2025,UC Irvine,Johann Thrall,13,"Attacker Attacker 5'11"" 165 lbs",Jr.,5-11,,"Lake Forest, Calif.",,https://ucirvinesports.com/sports/mens-water-polo/roster/johann-thrall/7331,https://ucirvinesports.com/sports/mens-water-polo/roster,Season Record Overall 15-12 PCT .556 Conf 2-3 PCT .400 Streak L1 Home 5-4 Away 4-4 Neutral 6-4,15,12,
